Data Peserta Didik Kec. Ilir Timur I - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK AISYIYAH 01;10644580;TK;Swasta;06 Mar 2026 09:03:37;11;15;1;1;1;1;0;0
2;TK AISYIYAH 9;10644581;TK;Swasta;27 Jan 2026 18:24:46;16;30;2;2;2;3;0;0
3;TK BHAKTI ASUHAN;10644571;TK;Swasta;05 Mar 2026 09:13:00;6;38;3;3;1;3;0;1
4;TK GUANG MING 2;70008753;TK;Swasta;14 Jan 2026 11:52:10;18;11;1;1;1;1;0;0
5;TK HOSANNA;10644590;TK;Swasta;30 Jan 2026 11:54:38;7;15;2;0;1;4;0;0
6;TK INOVATIF;10644592;TK;Swasta;-;0;0;0;0;0;0;0;0
7;TK IPEKA PALEMBANG;10647158;TK;Swasta;-;6;58;5;5;1;2;0;1
8;TK IT AULADI PALEMBANG;69876017;TK;Swasta;11 Mar 2026 11:20:37;43;19;4;4;2;4;0;0
9;TK KARYA MURNI;10644574;TK;Swasta;-;25;15;1;1;1;2;0;0
10;TK MANGGALA SCHOOL;69893618;TK;Swasta;27 Jan 2026 10:59:30;16;51;4;4;2;4;0;0
11;TK METHODIST 2;69935218;TK;Swasta;04 Mar 2026 11:09:34;14;42;3;3;1;3;0;1
12;TK PANCA BAKTI;10644520;TK;Swasta;25 Jan 2026 08:14:57;7;10;1;3;1;2;0;0
13;TK PENGUIN HANDAYANI;69973584;TK;Swasta;03 Mar 2026 12:12:22;21;19;2;2;2;2;0;1
14;TK PUTRA I;10644586;TK;Swasta;03 Mar 2026 21:16:17;25;39;2;3;1;3;0;1
15;TK ROSI;10644584;TK;Swasta;-;23;34;2;4;1;2;0;0
16;TK SEGARAN;69876020;TK;Swasta;11 Mar 2026 10:10:27;3;8;1;1;1;1;0;0
17;TK SION;10644573;TK;Swasta;04 Mar 2026 13:29:35;2;26;3;3;2;6;0;1
18;TK ST AGATHA PALEMBANG;10644589;TK;Swasta;11 Mar 2026 12:08:45;32;18;2;5;2;5;0;1
19;TK TAMAN SISWA;10644513;TK;Swasta;10 Feb 2026 08:13:27;26;20;1;2;1;1;0;0
20;TK TELKOM 1 PALEMBANG;10644591;TK;Swasta;29 Jan 2026 07:34:27;20;38;2;2;1;3;0;0
21;TK TELKOM 2 PALEMBANG;10644583;TK;Swasta;-;3;19;2;2;1;3;0;0
22;TK WIDYA MUSI;10647181;TK;Swasta;06 Feb 2026 11:01:27;19;17;2;2;1;3;0;1
23;TK XAVERIUS 1 PALEMBANG;10644578;TK;Swasta;12 Mar 2026 13:33:37;6;22;3;3;2;3;0;1
24;TK XAVERIUS 5;10644579;TK;Swasta;09 Mar 2026 10:53:11;7;15;1;2;1;2;0;0
25;KB ANGGREK DELIMA;69876056;KB;Swasta;10 Feb 2026 09:07:37;1;34;3;3;2;3;0;0
26;KB CAHAYA MUSLIMAT NU 8;69773145;KB;Swasta;-;0;0;0;0;0;1;0;0
27;KB CAHAYA MUSLIMAT NU.1;69858063;KB;Swasta;-;0;0;0;0;0;1;0;0
28;KB DARUSSALAM;69962484;KB;Swasta;-;8;6;1;1;2;2;0;0
29;KB EKA BHAKTI;69773149;KB;Swasta;27 Jan 2026 22:08:36;3;18;2;2;1;3;0;0
30;KB IPEKA;69971156;KB;Swasta;-;0;0;0;0;0;2;0;1
31;KB IZZATUNISHA SYIFFA;70012962;KB;Swasta;-;26;13;1;1;2;1;0;0
32;KB MAITREYAWIRA;69773144;KB;Swasta;-;0;0;0;0;0;1;0;0
33;KB Mawar;69773151;KB;Swasta;-;0;0;0;0;0;1;0;1
34;PAUD BUNDA FAUZIAH;70003290;KB;Swasta;-;0;0;0;0;0;0;0;0
35;PAUD WINDSOR MONTESSORI;69938973;KB;Swasta;-;0;0;0;0;0;0;0;0
36;SD NEGERI 039 PALEMBANG;10603540;SD;Negeri;13 Mar 2026 10:18:39;55;643;25;34;5;24;1;1
37;SD NEGERI 040 PALEMBANG;10603800;SD;Negeri;06 Mar 2026 10:18:17;28;623;22;33;5;23;0;1
38;SD NEGERI 041 PALEMBANG;10603538;SD;Negeri;26 Feb 2026 19:12:40;66;688;24;31;2;24;2;1
