Data Guru Kec. Ilir Barat I - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;TK NEGERI PEMBINA 01 PALEMBANG;10644529;TK;Negeri;02 Mar 2026 22:55:31;18;151;10;12;1;16;0;1
2;TK GLOBAL TALENT ISLAMIC SCHOOL & STUDIO;69947432;TK;Swasta;28 Jan 2026 10:18:07;8;6;2;2;2;2;0;1
3;TK AISYIYAH 14 PALEMBANG;10644534;TK;Swasta;01 Mar 2026 21:57:11;13;100;6;6;1;6;0;0
4;TK AISYIYAH 17;10644549;TK;Swasta;02 Mar 2026 16:44:15;7;42;2;2;2;3;0;0
5;TK AL-FALAH PALEMBANG;10644539;TK;Swasta;07 Mar 2026 21:08:39;14;26;2;2;2;2;0;1
6;TK AMANAH MULIA;69967160;TK;Swasta;06 Feb 2026 14:48:16;6;19;2;3;0;2;0;1
7;TK AMELIA PALEMBANG;10644542;TK;Swasta;02 Mar 2026 17:53:11;12;98;3;3;1;4;0;0
8;TK AN- NAFI PALEMBANG;69876022;TK;Swasta;-;15;4;2;2;2;3;0;0
9;TK ANANDA PALEMBANG;10644546;TK;Swasta;21 Jan 2026 13:18:05;13;30;3;4;2;3;0;0
10;TK ARKAAN;69858024;TK;Swasta;01 Mar 2026 09:40:10;4;13;2;1;1;1;0;0
11;TK BAITULLAH PALEMBANG;69877601;TK;Swasta;-;3;9;1;2;1;1;0;0
12;TK BIRRUL WALIDAIN;70030206;TK;Swasta;04 Mar 2026 06:35:30;18;77;4;4;7;4;0;0
13;TK BUBBLE KIDZ;69933474;TK;Swasta;06 Mar 2026 10:01:40;5;21;2;2;1;2;0;0
14;TK CIPTA KREATIF BANGSA PALEMBANG;69773014;TK;Swasta;10 Mar 2026 08:36:39;8;130;12;11;3;17;0;1
15;TK FATIMAH 7;69965504;TK;Swasta;10 Mar 2026 14:01:19;23;34;3;4;1;3;0;1
16;TK HARAPAN BANGSA 03 PALEMBANG;10644538;TK;Swasta;02 Mar 2026 22:02:15;14;39;2;2;1;1;0;0
17;TK ISLAM AZ-ZAHRAH;10644540;TK;Swasta;03 Mar 2026 07:20:13;17;107;7;7;3;8;0;1
18;TK ISLAM TERPADU AL-HIDAYAH;70001729;TK;Swasta;27 Jan 2026 09:09:03;9;9;1;1;2;1;0;0
19;TK ISLAM TERPADU BINA ILMI;69773016;TK;Swasta;03 Mar 2026 10:08:06;11;97;6;7;1;6;0;0
20;TK ISLAM TERPADU HARAPAN BUNDA PALEMBANG;10647161;TK;Swasta;09 Mar 2026 10:47:32;12;45;4;5;2;4;0;0
21;TK IT AT-TAUHID;70030209;TK;Swasta;25 Jan 2026 19:46:18;12;30;2;2;3;2;0;0
22;TK IT AULADI PAKJO;69876017;TK;Swasta;11 Mar 2026 11:20:37;16;41;3;3;2;4;0;0
23;TK IT IZZUDIN PALEMBANG;10647162;TK;Swasta;03 Mar 2026 06:47:42;22;142;10;10;2;7;0;1
24;TK IT MUHSIN AL - FATAH;70030964;TK;Swasta;12 Feb 2026 10:05:46;18;28;2;2;3;2;0;0
25;TK IT USWATUNN HASANAH;70030207;TK;Swasta;05 Mar 2026 09:53:08;11;39;2;3;2;2;0;0
26;TK KARTIKA II-15 PALEMBANG;10644535;TK;Swasta;03 Mar 2026 20:36:58;14;18;2;1;1;2;0;0
27;TK KEIYNAN;69990769;TK;Swasta;04 Mar 2026 21:23:47;18;54;4;4;3;4;0;0
